math score,reading score,writing score,pass,gender_female,gender_male,race/ethnicity_group A,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental level of education_associate's degree,parental level of education_bachelor's degree,parental level of education_high school,parental level of education_master's degree,parental level of education_some college,parental level of education_some high school,lunch_free/reduced,lunch_standard,test preparation course_completed,test preparation course_none
65,70,74,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
73,79,79,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
62,67,67,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
77,67,64,1,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
69,66,61,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
43,60,58,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
90,87,85,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
74,77,73,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
73,66,63,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
55,71,69,1,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
65,69,67,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
80,63,63,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
50,60,60,1,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
63,73,71,1,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
77,85,87,1,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
73,74,61,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
81,72,77,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
66,76,68,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
52,57,50,1,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
69,78,76,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
65,84,84,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
69,77,78,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
50,64,66,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
73,78,76,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
70,82,76,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
81,75,78,1,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
63,61,60,1,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
67,72,74,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
60,68,60,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
62,55,54,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
29,40,44,0,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
62,66,68,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
94,99,100,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False
85,75,68,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
77,78,73,1,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
53,58,44,1,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
93,90,83,1,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
49,53,53,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
73,76,78,1,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
66,74,81,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
77,77,73,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
49,63,56,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
79,89,86,1,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
75,82,90,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
59,72,70,1,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
57,78,79,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
66,66,59,1,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
79,81,82,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
57,67,72,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
87,84,87,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
63,64,67,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
59,63,64,1,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
62,72,65,1,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
46,34,36,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
66,59,52,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
89,87,79,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
42,61,58,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
93,84,90,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
80,85,85,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
98,100,99,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
81,81,84,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
60,70,74,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
76,94,87,1,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
73,78,72,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
96,96,99,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
76,76,74,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
91,73,80,1,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
62,72,70,1,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
55,59,59,1,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
74,90,88,1,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
50,48,42,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
47,43,41,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
81,74,71,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
65,75,77,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
68,51,57,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
73,92,84,1,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
53,39,37,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
68,77,80,1,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
55,46,43,0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
87,89,94,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
55,47,44,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
53,58,57,1,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
67,57,59,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
92,79,84,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
53,66,73,1,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
81,71,73,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
61,60,55,1,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
80,73,72,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
37,57,56,1,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
81,84,82,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
59,73,72,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
55,55,47,1,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
72,79,74,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
69,75,71,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
69,64,68,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
50,60,59,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
87,84,86,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
71,69,68,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
68,72,65,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
79,77,75,1,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
77,90,85,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
58,55,53,1,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
84,95,92,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
55,58,52,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
70,68,72,1,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
52,59,65,1,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
69,77,77,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
53,72,64,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
48,58,54,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
78,81,86,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
62,62,63,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
60,63,59,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
74,72,72,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
58,75,77,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
76,62,60,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
68,71,75,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
58,60,57,1,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
52,48,49,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
75,73,74,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
52,67,72,1,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
62,78,79,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
66,65,60,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
49,58,55,1,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True
66,72,70,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
35,44,43,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
72,79,82,1,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False
94,85,82,1,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
46,56,57,1,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True
77,90,84,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
76,85,82,1,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
52,59,62,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
91,81,79,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
32,51,44,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
72,79,77,1,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
19,38,32,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
68,65,61,1,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
52,65,61,1,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
48,62,60,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
60,66,70,1,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
66,74,69,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
89,84,77,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
42,52,51,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
57,68,73,1,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
70,70,70,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
70,84,81,1,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
69,60,54,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
52,55,57,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
67,73,68,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
76,80,73,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
87,94,95,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
82,85,87,1,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
73,76,78,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
75,81,74,1,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
64,74,75,1,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
41,45,40,0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
90,75,69,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
59,54,51,1,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
51,31,36,0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True
45,47,49,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
54,64,67,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
87,84,76,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
72,80,83,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
94,86,87,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
45,59,64,1,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
61,70,76,1,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
60,72,68,1,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
77,91,88,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
85,90,92,1,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
78,90,93,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
49,52,51,1,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
71,87,82,1,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
48,58,52,1,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
62,67,58,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
56,68,70,1,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False
65,69,76,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
69,86,81,1,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
68,54,53,1,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
61,60,57,1,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
74,86,89,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
64,60,58,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
77,82,89,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
58,50,45,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
60,64,74,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
73,64,57,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
75,82,79,1,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False
58,57,53,1,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
66,77,73,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
39,52,46,0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
64,58,51,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
23,44,36,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
74,77,76,1,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
40,65,64,1,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
90,85,84,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
91,85,85,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
64,54,50,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
59,72,68,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
80,75,69,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
71,67,67,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
61,68,63,1,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
87,85,93,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
82,67,61,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
62,64,55,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
97,97,96,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
75,68,65,1,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
65,79,81,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
52,49,46,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
87,73,72,1,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
53,62,53,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
81,86,87,1,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
39,42,38,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
71,71,80,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
97,93,91,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
82,82,88,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
59,53,52,1,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
61,42,41,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
78,74,72,1,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
49,51,51,1,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
59,58,47,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
70,72,76,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
82,84,78,1,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
90,90,82,1,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
43,62,61,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
80,64,66,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
81,82,84,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
57,61,54,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
59,72,80,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
64,76,74,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
63,64,66,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
71,70,70,1,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
64,73,71,1,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
55,46,44,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
51,51,54,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
62,76,80,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
93,100,95,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False
54,72,59,1,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
69,65,74,1,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
44,51,48,0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
86,85,91,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
85,92,85,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
50,67,73,1,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
88,74,75,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
59,62,69,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
32,34,38,0,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
36,29,27,0,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
63,78,79,1,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
67,54,63,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False
65,78,82,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
85,84,89,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
73,78,74,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
34,48,41,0,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
93,100,100,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
67,84,84,1,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
88,77,77,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
57,48,51,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
79,84,91,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
67,75,72,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
70,64,70,1,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
50,42,48,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True
69,84,82,1,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
52,61,66,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
47,62,66,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
46,61,55,1,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
68,70,66,1,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True
100,100,100,1,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False
44,61,52,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
57,77,80,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
91,96,91,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
69,70,67,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
35,53,46,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True
72,66,66,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
54,65,65,1,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
74,70,69,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
74,64,60,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
64,56,52,1,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True
65,61,71,1,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
46,43,44,0,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False
48,56,51,1,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
67,74,70,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
62,57,62,1,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
61,71,73,1,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
70,75,74,1,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
98,87,90,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
70,63,58,1,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
67,57,53,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
57,58,57,1,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
85,81,85,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
77,68,69,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
72,66,72,1,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
78,91,96,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
81,66,64,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
61,62,61,1,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False
58,68,61,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
54,61,58,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
82,82,80,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
49,58,60,1,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
49,50,52,1,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
57,75,73,1,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
94,73,71,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
75,77,83,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False
74,74,72,1,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
58,52,54,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False
62,69,69,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
72,57,62,1,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
84,87,81,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
92,100,100,1,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
45,63,59,1,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
75,81,71,1,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
56,58,64,1,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
48,54,53,1,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
100,100,100,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
65,76,75,1,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
72,57,58,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
62,70,72,1,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
66,68,64,1,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
63,63,60,1,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True
68,76,67,1,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True
75,84,80,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
89,100,100,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
78,72,69,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
53,50,60,1,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
49,65,61,1,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
54,63,67,1,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
64,82,77,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
60,62,60,1,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
62,65,58,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
55,41,48,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False
91,95,94,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True
8,24,23,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
81,78,78,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
